"['ana', 0]"
"['ana', 0]"
"['AKAiiUSaGi', 0]"
"['Ada', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
"['a', 0]"
